config,question,answer,contexts,ground_truth,f1,bert_f1
Setup_Enhanced,What is angina pectoris?,"Angina pectoris is chest pain caused by atherosclerotic coronary artery disease and severe coronary obstruction.  
Risk factors include cigarette smoking, diabetes mellitus, hypertension, hypercholesterolemia, and a family history of heart disease.  
Stable angina presents as a pressure‑like, episodic precordial discomfort that is precipitated by exertion or stress and relieved by rest.","['4 Current Essentials of Medicine\n1 Angina Pectoris\n■ Essentials of Diagnosis\n• Generally caused by atherosclerotic coronary artery disease and\nsevere coronary obstruction; cigarette smoking, diabetes mellitus,\nhypertension, hypercholesterolemia, and family history are estab-\nlished risk factors\n• Stable angina characterized by pressure-like episodic precordial\nchest discomfort, precipitated by exertion or stress, relieved by rest', '28 Current Essentials of Medicine\n1 Prinzmetal’s Angina\n■ Essentials of Diagnosis\n• Caused by intermittent focal spasm of an otherwise normal coro-\nnary artery\n• Associated with migraine, Raynaud’s phenomenon\n• The chest pain resembles typical angina, but often is more severe\nand occurs at rest\n• Affects women under 50, occurs in the early morning, and typi-\ncally involves the right coronary artery\n• Electrocardiography shows ST-segment elevation, but enzyme\nstudies are normal']","Angina is chest discomfort caused by reduced blood supply to heart muscle, often triggered by exertion or stress, relieved by rest or medication.",0.2702702702702703,0.832722008228302
Setup_Enhanced,What is atherosclerosis?,Atherosclerosis is the buildup of a fatty substance called plaque inside blood vessels.,"['Angiotensin-converting enzyme (ACE) inhibitor—A\ndrug that relaxes blood vessel walls and lowers\nblood pressure.\nAtherosclerosis —Buildup of a fatty substance\ncalled a plaque inside blood vessels.\nCardiac catheterization—A diagnostic test for eval-\nuating heart disease; a catheter is inserted into an\nartery and passed into the heart.\nCardiomyopathy—Disease of the heart muscle.\nCongestive cardiomyopathy —Also called dilated\ncardiomyopathy; cardiomyopathy in which the', 'Triglyceride —A fat that comes from food or is\nmade from other energy sources in the body. Ele-\nvated triglyceride levels contribute to the develop-\nment of atherosclerosis.\nusually called coronary angioplasty, is a non-surgical\nprocedure. A catheter tipped with a balloon is threaded\nfrom a blood vessel in the thigh into the blocked artery.\nThe balloon is inflated, compressing the plaque to\nenlarge the blood vessel and open the blocked artery. The']","Atherosclerosis is buildup of fatty plaques in arteries, narrowing them and reducing blood flow, increasing risk of heart attack, stroke, and peripheral vascular disease.",0.32432432432432434,0.8673921823501587
Setup_Enhanced,What is respiration?,The provided context does not contain a definition or description of respiration.,"['thin membrane covering the brain and spinal cord.\nMetabolism—The chemical process by which the\nbody turns food into energy, which can be given\noff as heat.\nPyrogen—A chemical circulating in the blood that\ncauses a rise in body temperature.\nReye’s syndrome—A disorder principally affecting\nthe liver and brain, marked by the rapid develop-\nment of life-threatening neurological symptoms.\nmay be ordered if the doctor cannot readily determine the\ncause of a fever.\nTreatment', 'Cardiopulmonary\nresuscitation (CPR)\nDefinition\nCardiopulmonary resuscitation (CPR) is a procedure\nto support and maintain breathing and circulation for a\nGALE ENCYCLOPEDIA OF MEDICINE 2 661\nCardiopulmonary resuscitation (CPR)']","Respiration is the process of inhaling oxygen and exhaling carbon dioxide, involving lungs and blood circulation to maintain cellular metabolism and energy production.",0.11428571428571427,0.7358124256134033
Setup_Enhanced,What is asthma?,"Asthma is a disease in which the air passages of the lungs become inflamed and narrowed.  
It presents with episodic wheezing, cough, and dyspnea, often worsening at night.  
Triggers include allergens, irritants, infections, drugs, cold air, exercise, and stress.  
The condition is characterized by prolonged expiratory time, wheezing, and sometimes pulsus paradoxus.","['Chapter 2 Pulmonary Diseases 43\n2\nAsthma\n■ Essentials of Diagnosis\n• Episodic wheezing, cough, and dyspnea; poorly controlled chronic\ndyspnea or chest tightness; can present as nighttime cough\n• Triggers include: allergens (pets), irritants (smoke), infections\n(viral), drugs (aspirin), cold air, exercise, stress\n• Prolonged expiratory time, wheezing; if severe, pulsus paradoxus \n• Peripheral eosinophilia; mucus casts, eosinophils in sputum', 'mg in 24 hours.\nKEY TERMS\nAsthma—A disease in which the air passages of\nthe lungs become inflamed and narrowed.\nBronchitis —Inflammation of the air passages of\nthe lungs.\nChronic—A word used to describe a long-lasting\ncondition. Chronic conditions often develop grad-\nually and involve slow changes.\nCough suppressant —Medicine that stops or pre-\nvents coughing.\nEmphysema —An irreversible lung disease in\nwhich breathing becomes increasingly difficult.\nMucus—Thick fluid produced by the moist mem-']","Asthma is a chronic inflammatory disease of airways causing reversible narrowing, leading to wheezing, breathlessness, chest tightness, and coughing, especially at night or early morning.",0.2077922077922078,0.8431077003479004
Setup_Enhanced,What is pneumonia?,"Pneumonia is an infection that inflames the lungs. The air sacs (alveoli) become swollen and may fill with pus or fluid, which blocks oxygen from entering the bloodstream. This deprives the blood and body tissues of oxygen. It can be caused by viruses, bacteria, or other organisms, including certain Chlamydia species.","['Description\nPneumonia is an infection of the lungs. The air sacs\n(alveoli) and/or the tissues of the lungs become swollen,\nand the alveoli may fill with pus or fluid. This prevents the\nlungs from taking in sufficient oxygen, which deprives the\nblood and the rest of the body’s tissues of oxygen.\nThere are three major types of Chlamydia: Chlamy-\ndia psittaci, Chlamydia pneumoniae, and Chlamydia tra-\nchomatis. Each of these has the potential to cause a type\nof pneumonia.\nCauses and symptoms', 'mally mild in a healthy individual, but which takes\nadvantage of an ill person’s weakened immune sys-\ntem to move into the body, grow, spread, and cause\nserious illness.\nPneumonia —Inflammation of the lungs, typically\ncaused by a virus, bacteria, or other organism.\nNational Aids Clearinghouse. 800-458-5231.\nNational Aids Hotline. 800-342-AIDS.\nProject Inform. 205 13th Street, #2001, San Francisco, CA\n94103. (800) 822-7422. <http://www.projinf.org>.\nOTHER']","Pneumonia is infection of lung tissue causing inflammation of alveoli, often filled with fluid or pus, resulting in fever, cough, difficulty breathing, and chest pain.",0.1842105263157895,0.8230741024017334
Setup_Enhanced,What is hypoxia?,"I’m sorry, but the provided context does not contain any information about hypoxia.","['Chapter 10 Fluid, Acid–Base, and Electrolyte Disorders 317\n10\nHypomagnesemia\n■ Essentials of Diagnosis\n• Muscle restlessness or cramps, weakness, athetoid movements,\ntwitching or tremor, delirium, seizures\n• Muscle wasting, hyperreﬂexia, Babinski’s sign, nystagmus, hyper-\ntension\n• Serum magnesium < 1.5 mEq/L; decreased calcium, potassium\noften associated\n• Electrocardiographic changes: Tachycardia, premature atrial or\nventricular beats, increased QT interval, ventricular tachycardia', '318 Current Essentials of Medicine\n10\nHyponatremia\n■ Essentials of Diagnosis\n• Nausea, headache, weakness, irritability, mental confusion (espe-\ncially with serum sodium < 120 mEq/L, developing rapidly)\n• Generalized seizures, lethargy, coma, respiratory arrest, and death\nmay result, yet slowly developing cases may be asymptomatic\n• Serum sodium < 135 mEq/L;  osmolality < 280 mEq/L (hypo-\ntonic hyponatremia); hypouricemia if syndrome of inappropriate']","Hypoxia is a condition where body tissues receive insufficient oxygen, leading to cellular dysfunction and potential organ damage if prolonged or severe.",0.0,0.7362863421440125
Setup_Enhanced,What is digestion?,"Digestion is the mechanical, chemical, and enzymatic process in which food is converted into materials suitable for use by the body. It involves the action of enzymes that break down nutrients so they can be absorbed by the intestines. This process is essential for the body’s metabolism and overall health.","['Digestion—The mechanical, chemical, and enzy-\nmatic process in which food is converted into the\nmaterials suitable for use by the body.\nEnzyme—A substance produced by the body to\nassist in a chemical reaction. In carbohydrate\nintolerance, lack of an enzyme makes it impossi-\nble for one type of sugar to be broken down into a\nsimpler form so that it can be absorbed by the\nintestines and used by the body.\nMetabolism —All the physical and chemical\nchanges that take place within an organism.', 'vide secretions needed for the digestion of food.\nDuodenum—The first part of the small intestine.\nGaucher’s disease—A rare genetic disease caused\nby a deficiency of enzymes needed for the pro-\ncessing of fatty acids.\nMetabolism —The system of chemical processes\nnecessary for living cells to remain healthy.\nments, perhaps one or two per day. This is also consid-\nered a positive effect.\nPlant enzymes are safe for pregnant women,\nalthough they should always check with a doctor before']","Digestion is the process of breaking down food into smaller molecules for absorption and use by the body, involving mechanical and chemical processes.",0.3287671232876712,0.8676968216896057
Setup_Enhanced,What is gastritis?,"Gastritis is an inflammation of the gastric mucosa that can be acute (erosive) or chronic (atrophic).  
Symptoms are often vague—nausea, vomiting, anorexia, upper‑abdominal discomfort—and may include mild epigastric tenderness.  
Diagnosis is confirmed by endoscopy with gastric biopsy, and it is associated with stress, low gastric pH, elevated serum chromogranin A, renal insufficiency","['Chapter 3 Gastrointestinal Diseases 83\n3\nGastritis\n■ Essentials of Diagnosis\n• May be acute (erosive) or indolent (atrophic); multiple varied causes\n• Symptoms often vague and include nausea, vomiting, anorexia,\nnondescript upper abdominal distress\n• Mild epigastric tenderness to palpation; in some, physical signs\nabsent\n• Iron deﬁciency anemia not unusual\n• Endoscopy with gastric biopsy for deﬁnitive diagnosis\n• Multiple associations include stress and diminished mucosal blood', 'ting of a low gastric pH; elevated serum chromogranin A; renal\ninsufﬁciency; proton pump inhibitors can also raise serum gastrin\n• Diarrhea common, caused by inactivation of pancreatic enzymes;\nrelieved by nasogastric tube suctioning immediately\n• Gastrinomas may arise in pancreas, duodenum, or lymph nodes;\n> 50% are malignant but not usually aggressive\n• Localization techniques include somatostatin receptor scintigra-\nphy, thin-cut CT, MRI, endoscopic ultrasound, or intraoperative\nlocalization']","Gastritis is inflammation of stomach lining caused by infection, stress, alcohol, or drugs, leading to pain, nausea, vomiting, and possible bleeding.",0.24657534246575344,0.810028612613678
Setup_Enhanced,What is jaundice?,"Jaundice is a condition in which the skin and the whites of the eyes develop a yellowish tint.  
It occurs because bilirubin, a compound produced by the liver, builds up in the bloodstream.","['Jaundice—A condition where the skin and whites\nof the eyes take on a yellowish color due to an\nincrease of bilirubin (a compound produced by\nthe liver) in the blood.\nReye’s syndrome —A serious, life-threatening ill-\nness in children, usually developing after a bout of\nflu or chickenpox, and often associated with the\nuse of aspirin. In fatal cases, there is evidence of\naccumulation of fat in the liver.\nTriglycerides—A type of fat consumed in the diet\nand produced by and stored in the body as an', 'accumulate, causing hyperbilirubinemia, a condition in\nwhich the baby becomes jaundiced. The jaundice is\napparent from the yellowish tone of the baby’s eyes and\nskin. If hyperbilirubinemia cannot be controlled, the\nbaby develops kernicterus. The term kernicterus means\nthat bilirubin is being deposited in the brain, possibly\ncausing permanent damage.\nOther symptoms that may be present include high\nlevels of insulin and low blood sugar, as well as a condi-']","Jaundice is yellow discoloration of skin and eyes due to increased bilirubin levels, often caused by liver disease, bile duct obstruction, or hemolysis.",0.25,0.8450492024421692
Setup_Enhanced,What is diarrhea?,"Diarrhea is a condition marked by frequent, loose or watery stools.  
It often results from infections, such as those caused by *Escherichia coli*.  
In severe cases—like dysentery—stools may contain mucus and blood.  
Chronic diarrhea can lead to nutritional deficiencies and growth problems.","['KEY TERMS\nDysentery —A type of diarrhea caused by infec-\ntion and characterized by mucus and blood in the\nstools.\nEmpirical treatment —Medical treatment that is\ngiven on the basis of the doctor’s observations and\nexperience.\nEscherichia coli —A type of enterobacterium that\nis responsible for most cases of severe bacterial\ndiarrhea in the United States.\nHemolytic-uremic syndrome (HUS)—A potential-\nly fatal complication of E. coli infections character-', 'the United States each year because of one of these\nepisodes. Rapid diagnosis and proper treatment can pre-\nvent much of the suffering associated with these devas-\ntating illnesses.\nChronic diarrhea also has a considerable effect on\nhealth, as well as on social and economic well being.\nPatients with celiac disease , inflammatory bowel dis-\nease, and other prolonged diarrheal illnesses develop\nnutritional deficiencies that diminish growth and immu-']","Diarrhea is frequent passage of loose or watery stools, commonly due to infection, food intolerance, or gastrointestinal disorders, leading to dehydration and electrolyte imbalance.",0.2121212121212121,0.8363391160964966
Setup_Enhanced,What is constipation?,"Constipation is defined as infrequent bowel movements associated with difficulty passing stools, which are often hard in consistency.  
It can cause painful defecation and may lead to stool withholding and encopresis.  
Causes may include anatomic abnormalities, neurologic problems, or endocrine disorders, but in most cases no cause is identified.  
A positive family history may be elicited.","['484 Current Essentials of Medicine\n18\nConstipation\n■ Essentials of Diagnosis\n• Deﬁned as infrequent bowel movements associated with difﬁ-\nculty passing; stools are often hard in consistency\n• Can lead to painful defecation and eventually stool withholding\nand encopresis\n• May be caused by anatomic abnormalities, neurologic problems, or\nendocrine disorders; in most cases, however, no cause is identiﬁed\n• A positive family history may be elicited', 'Chronic constipation may be a symptom of colorec-\ntal cancer, depression, diabetes, diverticulosis (small\npouches in the muscles of the large intestine), lead poi-\nsoning, or Parkinson’s disease.\nIn someone who is elderly or disabled, constipation\nmay be a symptom of bowel impaction, a more serious\ncondition in which feces are trapped in the lower part of\nthe large intestine. A doctor should be called if an elderly\nor disabled person is constipated for a week or more or if']","Constipation is infrequent or difficult bowel movements, often caused by low fiber intake, dehydration, or reduced physical activity, leading to discomfort and straining.",0.20253164556962025,0.8414319753646851
Setup_Enhanced,What is neuron?,"A neuron is a cell within the body that makes up the nervous system, specifically those along which information travels.","['organ or organism.\nNeuron—The cells within the body which make\nup the nervous system, specifically those along\nwhich information travels.\nPhysiological—Pertaining to the functioning of an\norgan, as governed by the interactions between its\nphysical and chemical conditions.\nPsychological—Pertaining to the mind, its mental\nprocesses, and its emotional makeup.\nStimulus/stimuli —Action or actions performed\non an individual which predictably provoke(s) a\nreaction.', 'Peripheral nerves —Nerves throughout the body\nthat carry information to and from the spinal cord.']",Neuron is the basic functional unit of nervous system responsible for transmitting electrical and chemical signals between different parts of body.,0.1951219512195122,0.8363417387008667
Setup_Enhanced,What is stroke?,"A stroke is an ischemic event that can be managed with antiplatelet therapy (dipyridamole and aspirin) when no anticoagulation is indicated.  
If the cause is atrial fibrillation or a metal heart valve, anticoagulation is used.  
Control of risk factors—especially hypertension, hypercholesterolemia, and tobacco use—is essential.  
Carotid endarterectomy is considered for patients with significant carotid stenosis.  
(“A stroke is never a stroke until it’s had 50 of D50.”)","['Athetosis —A condition marked by slow, writhing,\ninvoluntary muscle movements.\nCerebral palsy—Movement disability resulting from\nnonprogressive brain damage.\nCoagulopathy—A disorder in which blood is either\ntoo slow or too quick to coagulate (clot).\nContracture—A tightening of muscles that prevents\nnormal movement of the associated limb or other\nbody part.\nCytokine—A protein associated with inflammation\nthat, at high levels, may be toxic to nerve cells in\nthe developing brain.', 'tion of dipyr idamole and aspirin for all ischemic stroke or TIA\nwithout an indication for anticoagulation\n• Anticoagulation for stroke or TIA due to atrial ﬁbrillation, metal\nheart valve\n• Control of ri sk factors, especi ally hypertensi on, hypercholes-\nterolemia, and tobacco use\n• Carotid endarterectomy for patients with carotid stenosis\n■ Pearl\nA stroke is never a stroke until it’s had 50 of D50.\nReference\nBiller J. Antiplatelet therapy in ischemic stroke. J Neurol Sci 2009;284:1. [PMID:']","Stroke occurs when blood supply to part of brain is interrupted or reduced, causing brain cell death and leading to neurological deficits like paralysis or speech loss.",0.1276595744680851,0.7253692150115967
Setup_Enhanced,What is epilepsy?,"Epilepsy is a neurological disorder characterized by a tendency toward recurrent seizures. These seizures are paroxysmal, transient disturbances of central nervous system function that can be generalized or focal, and may or may not involve a loss of consciousness.","['Chapter 12 Neurologic Diseases 357\nIdiopathic Epilepsy\n■ Essentials of Diagnosis\n• Epilepsy is the tendency toward recurrent seizures\n• Seizures are paroxysmal, transitory alterations of central nervous\nsystem function; may be generalized or focal with or without alter-\nation of consciousness\n• Metabolic panel to rule out sodium, glucose, or calcium disorders;\nurine toxicology screen; antiepileptic drug levels may be helpful\n• CT or MRI important to rule out structural lesion; lumbar punc-', '1153\nElectrolyte disorders\nKEY TERMS\nEpilepsy —A neurological disorder characterized\nby recurrent seizures with or without a loss of con-\nsciousness.\nIctal EEG—Used to measure brain activity during\na seizure. May be useful in learning more about\npatients who aren’t responding to conventional\ntreatments.']","Epilepsy is a neurological disorder characterized by recurrent seizures due to abnormal electrical activity in brain, affecting consciousness, movement, or behavior.",0.3333333333333333,0.861280083656311
Setup_Enhanced,What is reflex action?,The provided context does not contain a definition or description of reflex action.,"['Boston: Butterworth-Heinemann, 1994.\nOffice Practice of Neurology.Samuels, Martin and Steven\nFeske, eds. New York: Churchill Livingstone, 1996.\nRichard Robinson\nKEY TERMS\nNerve conduction velocity test —A test of the\nspeed of conduction of nerves, performed on the\nnerves in the arm and leg.\nEvoked responses see Evoked potential\nstudies\nExanthema subitum see Roseola\nExercise\nDefinition\nExercise is physical activity that is planned, struc-\ntured, and repetitive for the purpose of conditioning any', 'The third technique is called myofascial release.\nThis is a manipulative form of bodywork that releases\ntension in the fascia or connective tissue of the body.\nThis form of bodywork uses stronger touch.\nUpledger’s fourth technique is position of release.\nThis involves following the client’s body into the posi-\ntions in which an injury occurred and holding it there.\nWhen the rhythm of the CSR suddenly stops the therapist\nknows that the trauma has been released.']","Reflex action is an automatic, rapid response to a stimulus without conscious control, mediated through spinal cord pathways for protection and quick reaction.",0.1111111111111111,0.755316972732544
Setup_Enhanced,What is coma?,"Coma is a state of extreme unresponsiveness in which a person shows no voluntary movement or behavior. Even painful stimuli fail to elicit a response, and normal reflexes may be lost. It lies on a spectrum with other alterations in consciousness. Diagnosis involves blood work, urinalysis, and imaging (CT or MRI). Treatment is a medical emergency focused on maintaining respiration and circulation.","['Carol A. Turkington\nComa\nDefinition\nComa, from the Greek word “koma,” meaning deep\nsleep, is a state of extreme unresponsiveness, in which an\nindividual exhibits no voluntary movement or behavior.\nFurthermore, in a deep coma, even painful stimuli\n(actions which, when performed on a healthy individual,\nresult in reactions) are unable to affect any response, and\nnormal reflexes may be lost.\nDescription\nComa lies on a spectrum with other alterations in con-', 'Metabolic causes of coma are diagnosed from blood\nwork and urinalysis to evaluate blood chemistry, drug\nscreen, and blood cell abnormalities that may indicate\ninfection. Anatomic causes of coma are diagnosed from\ncomputed tomography scans (CT) or magnetic reso-\nnance imaging (MRI) scans.\nTreatment\nComa is a medical emergency, and attention must\nfirst be directed to maintaining the patient’s respiration\nand circulation, using intubation aand ventilation, admin-']",Coma is a prolonged state of unconsciousness where a person cannot be awakened and does not respond to stimuli due to severe brain dysfunction.,0.2325581395348837,0.8115342259407043
Setup_Enhanced,What is hormone?,"A hormone is a chemical messenger that is produced by endocrine glands or other cells.  
It is secreted into the bloodstream, allowing it to travel to distant cells.  
Once it reaches target cells, it regulates metabolic activities and other physiological processes.","['Hormone —A chemical messenger produced by\nthe endocrine glands or certain other cells. Hor-\nmones are usually carried in the blood stream and\nregulate some metabolic activities.\nSteroids—Hormones, including aldosterone, cor-\ntisol, and androgens, derived from cholesterol that\nshare a four-ring structure.\nopenings for surgical instruments. Adrenalectomy is fol-\nlowed by hormone therapy, but in lower doses than CAH\npatients not treated surgically receive.\nPrognosis', 'Hormone —A chemical messenger secreted by a\ngland and released into the blood, which allows it\nto travel to distant cells where it exerts an effect.\nOvary—One of the two almond-shaped glands in\nthe female body that produces the hormones\nestrogen and progesterone.\nOvulation —The monthly release of an egg from\nan ovary.\nProgesterone —The hormone produced by the\novary after ovulation that prepares the uterine lin-\ning for a fertilized egg.\nUterus—The female reproductive organ that con-']","Hormones are chemical messengers secreted by endocrine glands that regulate body functions such as growth, metabolism, reproduction, and homeostasis.",0.23333333333333336,0.8365632891654968
Setup_Enhanced,What is diabetes mellitus?,"Diabetes mellitus is a condition in which the pancreas no longer produces enough insulin or when cells… (the definition is incomplete in the provided text). In type 1 diabetes, the onset is abrupt, there is no family history, and patients present with polyuria, polydipsia, and weight loss. Diagnostic criteria include fasting plasma glucose ≥ 126 mg/dL or random plasma glucose ≥ 200 mg/dL with symptoms, and glycosuria. Untreated disease can lead to ketosis and diabetic ketoacidosis, while long‑term complications involve retinopathy, nephropathy, neuropathy, and cardiovascular disease.","['York: McGraw-Hill, 1997.\nPERIODICALS\nAdam, Patricia. “Evaluation and Management of Diabetes\nInsipidus.” American Family Physician 55, no. 6 (1 May\n1997): 2146+.\nSinger, Irwin, et al. “The Management of Diabetes Insipidus in\nAdults.” Archives of Internal Medicine 157, no. 12 (23\nJune 1997): 1293+.\nRosalyn Carson-DeWitt, MD\nDiabetes mellitus\nDefinition\nDiabetes mellitus is a condition in which the pan-\ncreas no longer produces enough insulin or when cells', '200 Current Essentials of Medicine\n7\nType 1 Diabetes Mellitus\n■ Essentials of Diagnosis\n• Crisp onset, no family history\n• Polyuria, polydipsia, weight loss\n• Fasting plasma glucose ≥ 126 mg/dL; random plasma glucose\n≥ 200 mg/dL with symptoms; glycosuria\n• Associated with ketosis in untreated state; may present as med-\nical emergency (diabetic ketoacidosis)\n• Long-term risks include retinopathy, nephropathy, neuropathy,\nand cardiovascular disease\n■ Differential Diagnosis']",Diabetes mellitus is a metabolic disorder characterized by high blood glucose levels due to insufficient insulin production or impaired insulin action.,0.14953271028037382,0.779516339302063
Setup_Enhanced,What is insulin?,"Insulin is a hormone produced by the pancreas.  
It binds to receptors on the outer surface of cells, acting like a key that opens a doorway.  
Through this doorway glucose can enter the cell, where it may be stored as glycogen or converted to fatty acids.  
When insulin is insufficient or the receptors no longer recognize it, glucose remains in the blood.","['the pancreas, an organ located behind the stomach.\nInsulin bonds to a receptor site on the outside of cell and\nacts like a key to open a doorway into the cell through\nwhich glucose can enter. Some of the glucose can be\nconverted to concentrated energy sources like glycogen\nor fatty acids and saved for later use. When there is not\nenough insulin produced or when the doorway no longer\nrecognizes the insulin key, glucose stays in the blood\nrather entering the cells.', 'York: McGraw-Hill, 1997.\nPERIODICALS\nAdam, Patricia. “Evaluation and Management of Diabetes\nInsipidus.” American Family Physician 55, no. 6 (1 May\n1997): 2146+.\nSinger, Irwin, et al. “The Management of Diabetes Insipidus in\nAdults.” Archives of Internal Medicine 157, no. 12 (23\nJune 1997): 1293+.\nRosalyn Carson-DeWitt, MD\nDiabetes mellitus\nDefinition\nDiabetes mellitus is a condition in which the pan-\ncreas no longer produces enough insulin or when cells']",Insulin is a hormone produced by pancreas that regulates blood glucose by facilitating uptake of glucose into cells for energy and storage.,0.2142857142857143,0.8262909054756165
Setup_Enhanced,What is hyperthyroidism?,"Hyperthyroidism is a thyroid disorder in which the gland produces excess thyroid hormone.  
It is usually managed first with antithyroid medications.  
If","['roidism, treat ﬁrst with antithyroid drugs\n• Subtotal thyroidectomy for failure of medical therapy if radioac-\ntive iodine is contraindicated (eg, pregnancy) or for very large\nnodular goiters; euthyroid state should be achieved medically\nbefore surgery\n■ Pearl\nIn patients older than 60, when you think hyperthyroidism, it’s usually\nhypothyroidism, and when you think hypothyroidism, it’s usually hyper-\nthyroidism; the diseases become increasingly atypical with age.\nReference', 'Chapter 7 Endocrine Disorders 179\n7\nAdult Hypothyroidism and Myxedema\n■ Essentials of Diagnosis\n• Fatigue, cold intolerance, constipation, muscle cramps, weight\ngain, depression, altered mentation, menstrual irregularity \n• Hypothermia, bradycardia, dry skin with yellow tone (carotenemia);\nnonpitting edema, macroglossia, delayed relaxation of deep tendon\nreﬂexes\n• Low serum free thyroxine (FT4); thyroid-stimulating hormone (TSH)\nelevated in primary hypothyroidism; anemia, hypercholesterolemia']","Hyperthyroidism is condition where thyroid gland produces excess hormones, increasing metabolism, causing weight loss, rapid heartbeat, nervousness, and heat intolerance.",0.28571428571428564,0.8336518406867981
Setup_Enhanced,What is hypothyroidism?,"Hypothyroidism is a disorder of the thyroid gland in which the body produces insufficient thyroid hormone.  
It is characterized by low serum free thyroxine (FT4) and, in primary disease, an elevated thyroid‑stimulating hormone (TSH).  
Common clinical features include fatigue, cold intolerance, constipation, muscle cramps, weight gain, depression, altered mentation, menstrual irregularity, hypothermia, bradycardia, dry yellow‑tinged skin, non‑pitting edema, macroglossia, and delayed deep‑tendon reflex relaxation.  
Laboratory findings may also show anemia and hypercholesterolemia.","['Chapter 7 Endocrine Disorders 179\n7\nAdult Hypothyroidism and Myxedema\n■ Essentials of Diagnosis\n• Fatigue, cold intolerance, constipation, muscle cramps, weight\ngain, depression, altered mentation, menstrual irregularity \n• Hypothermia, bradycardia, dry skin with yellow tone (carotenemia);\nnonpitting edema, macroglossia, delayed relaxation of deep tendon\nreﬂexes\n• Low serum free thyroxine (FT4); thyroid-stimulating hormone (TSH)\nelevated in primary hypothyroidism; anemia, hypercholesterolemia', 'roidism, treat ﬁrst with antithyroid drugs\n• Subtotal thyroidectomy for failure of medical therapy if radioac-\ntive iodine is contraindicated (eg, pregnancy) or for very large\nnodular goiters; euthyroid state should be achieved medically\nbefore surgery\n■ Pearl\nIn patients older than 60, when you think hyperthyroidism, it’s usually\nhypothyroidism, and when you think hypothyroidism, it’s usually hyper-\nthyroidism; the diseases become increasingly atypical with age.\nReference']","Hypothyroidism is condition of reduced thyroid hormone production, leading to slowed metabolism, fatigue, weight gain, cold intolerance, and depression.",0.2417582417582418,0.8544034361839294
Setup_Enhanced,What is infection?,"Infection is the growth of bacteria inside the body after they breach a protective barrier such as the skin.  
The immune system normally kills invading bacteria, but when they multiply they release enzymes that damage tissue.  
This tissue damage triggers the body’s inflammatory response, which is characterized by pain, redness, heat, and swelling.  
Thus, an infection is a bacterial invasion that overcomes the immune defense and causes local inflammation.","['the skin, which may lead to an infection. Usually, the\nimmune system kills any invading bacteria, but some-\ntimes the bacteria are able to grow and cause an infection.\nOnce past the skin surface, the warmth, moisture, and\nnutrients allow bacteria to grow rapidly. Disease-causing\nbacteria release proteins called enzymes which cause tis-\nsue damage. The body’s reaction to damage is inflamma-\ntion which is characterized by pain, redness, heat, and', 'mally mild in a healthy individual, but which takes\nadvantage of an ill person’s weakened immune sys-\ntem to move into the body, grow, spread, and cause\nserious illness.\nPneumonia —Inflammation of the lungs, typically\ncaused by a virus, bacteria, or other organism.\nNational Aids Clearinghouse. 800-458-5231.\nNational Aids Hotline. 800-342-AIDS.\nProject Inform. 205 13th Street, #2001, San Francisco, CA\n94103. (800) 822-7422. <http://www.projinf.org>.\nOTHER']","Infection occurs when microorganisms like bacteria, viruses, or fungi invade body tissues, multiply, and cause disease by damaging cells or triggering immune responses.",0.15217391304347827,0.8178742527961731
Setup_Enhanced,What is immunity?,"Immunity is the body’s defense against foreign invaders such as bacteria, viruses, and fungi.  
It is carried out by the immune system—a network of specialized organs, lymph nodes, and blood cells that recognize and attack harmful agents.  
Vaccines help build immunity by exposing the immune system to weakened or killed microorganisms, enabling it to respond more effectively if the real pathogen is encountered.","['Autoimmune disorder —A disorder in which the\nbody’s antibodies mistake the body’s own tissues\nfor foreign invaders. The immune system then\nattacks and causes damage to these tissues.\nImmune system—The system of specialized organs,\nlymph nodes, and blood cells throughout the body\nthat work together to defend the body against for-\neign invaders (bacteria, viruses, fungi, etc.).\ndisk is performed to treat back pain that has lasted at least\nsix weeks as a result of an abnormal disk and that has not', '(CNS), blood system, and musculoskeletal system.\nVaccine—A prepartation containing killed or\nweakened microorganisms used to build immuni-\nty against infection from that microorganism.\nVirus—A very small organism that can only live\nwithin a cell. They are unable to reproduce out-\nside that cell.\nVaccines are available against some viruses, includ-\ning polio, herpes B, Japanese encephalitis, and equine\nencephalitis. Rabies vaccine is available for animals; it is']","Immunity is the body’s ability to resist infections through defense mechanisms including physical barriers, immune cells, and antibodies that recognize and eliminate pathogens.",0.23255813953488372,0.8513092398643494
